requirement_id,source,source_file,source_locator,requirement,implementation_path,test_or_evidence_path,required_matrix,status,satisfied_by_prior_commit
"ARCH-L0105","ARCH","docs\architecture\tracebox-design.md","line 105; section 6.2 Profiles","Standard Diagnostics | Minimal plus generated events, handled errors, and bounded breadcrumbs","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0106","ARCH","docs\architecture\tracebox-design.md","line 106; section 6.2 Profiles","Enhanced Diagnostic Session | Explicit, time-boxed C2 capture and raw-artifact eligibility","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0107","ARCH","docs\architecture\tracebox-design.md","line 107; section 6.2 Profiles","Custom | Granular rules that cannot enable Prohibited data","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0113","ARCH","docs\architecture\tracebox-design.md","line 113; section 6.3 Raw-artifact lifecycle","Crashpad minidumps;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0114","ARCH","docs\architecture\tracebox-design.md","line 114; section 6.3 Raw-artifact lifecycle","nonfatal Crashpad snapshots requested for an ANR candidate;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0115","ARCH","docs\architecture\tracebox-design.md","line 115; section 6.3 Raw-artifact lifecycle","raw `ApplicationExitInfo` ANR traces;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0116","ARCH","docs\architecture\tracebox-design.md","line 116; section 6.3 Raw-artifact lifecycle","raw native tombstone streams.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0120","ARCH","docs\architecture\tracebox-design.md","line 120; section 6.3 Raw-artifact lifecycle","Disabled | Prohibited | Purge pending and retained artifacts | None","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0121","ARCH","docs\architecture\tracebox-design.md","line 121; section 6.3 Raw-artifact lifecycle","Minimal Crash | Permitted only as transient input to structural extraction | Delete only after the structural summary is durably committed; startup cleanup recovers interrupted handoff/deletion | Structural summary only","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0122","ARCH","docs\architecture\tracebox-design.md","line 122; section 6.3 Raw-artifact lifecycle","Standard Diagnostics | Same as Minimal Crash | Same as Minimal Crash | Structural summary only","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0123","ARCH","docs\architecture\tracebox-design.md","line 123; section 6.3 Raw-artifact lifecycle","Enhanced Diagnostic Session | Permitted | CE-only, short TTL and separate hard quota | Explicit per-artifact selection","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0124","ARCH","docs\architecture\tracebox-design.md","line 124; section 6.3 Raw-artifact lifecycle","Custom | Controlled by an explicit C2 raw-artifact rule | Never longer or larger than hard platform limits | Explicit selection only","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0150","ARCH","docs\architecture\tracebox-design.md","line 150; section 6.3 Raw-artifact lifecycle","The internal ID is never deliberately reused. It is mapped out-of-band in the handler journal to Crashpad's report UUID/path and is never placed in a Crashpad annotation, minidump stream, filename exposed to export, or opaque artifact bytes. Recovery always reuses the journaled identity and origin provenance. A Tracebox handler-generated raw file without a valid lifecycle journal has unverifiable provenance and is deleted without summary or export.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0152","ARCH","docs\architecture\tracebox-design.md","line 152; section 6.3 Raw-artifact lifecycle","Raw artifact and summary IDs are internal storage identities. Tracebox never intentionally encodes them in `.tbdiag` manifests, paths, generated records, annotations, or custom Crashpad streams. During snapshot transformation, records receive deterministic package-local sequential IDs based on canonical entry/record ordering. Cross-references inside one package use only those package-local IDs.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0154","ARCH","docs\architecture\tracebox-design.md","line 154; section 6.3 Raw-artifact lifecycle","Because opaque captured memory could coincidentally contain a known internal ID, selected raw artifacts are scanned for the binary ID and documented textual encodings of all live internal IDs. A match makes that raw artifact ineligible for export; Tracebox does not claim that arbitrary unknown transformations can be recognized.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0170","ARCH","docs\architecture\tracebox-design.md","line 170; section 6.3 Raw-artifact lifecycle","The active versioned extractor writes a canonical summary body to a bounded staging file. The body excludes internal IDs, digests, lengths, and derivation metadata.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0171","ARCH","docs\architecture\tracebox-design.md","line 171; section 6.3 Raw-artifact lifecycle","The staging file is flushed and its body length/content digest are computed.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0172","ARCH","docs\architecture\tracebox-design.md","line 172; section 6.3 Raw-artifact lifecycle","`summary_id` is derived from the raw ID, extractor version, schema fingerprint, and content digest.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0173","ARCH","docs\architecture\tracebox-design.md","line 173; section 6.3 Raw-artifact lifecycle","The artifact journal atomically stores the complete tuple, digest, length, ID, and staged-file reference.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0174","ARCH","docs\architecture\tracebox-design.md","line 174; section 6.3 Raw-artifact lifecycle","The spool appends a fixed envelope followed by those exact staged body bytes.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0176","ARCH","docs\architecture\tracebox-design.md","line 176; section 6.3 Raw-artifact lifecycle","Recovery after the journal commit never re-runs a different extractor: it reuses the staged bytes. A crash before the atomic journal commit leaves only an uncommitted temp file, which may be discarded and regenerated because no summary identity has yet been established. The summary contains both internal IDs and its content digest. Spool replay treats an existing `summary_id` as the same record rather than a second summary. A raw artifact reaches `summarized` only after the summary is durably appended and the artifact journal records commit completion.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0196","ARCH","docs\architecture\tracebox-design.md","line 196; section 6.3 Raw-artifact lifecycle","before append: retry the same deterministic ID;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0197","ARCH","docs\architecture\tracebox-design.md","line 197; section 6.3 Raw-artifact lifecycle","after append but before journal update: scan/replay finds the ID and repairs the journal;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0198","ARCH","docs\architecture\tracebox-design.md","line 198; section 6.3 Raw-artifact lifecycle","after journal update but before raw deletion: resume deletion;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0199","ARCH","docs\architecture\tracebox-design.md","line 199; section 6.3 Raw-artifact lifecycle","after raw deletion but before final journal update: the summary ID plus missing raw file completes recovery.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0201","ARCH","docs\architecture\tracebox-design.md","line 201; section 6.3 Raw-artifact lifecycle","Corrupt, unsupported, expired, or repeatedly failing artifacts become immediately ineligible and transition directly to deletion without a summary. Failed summary persistence retains the raw artifact within quota and retries at bounded recovery triggers; it does not delete the only evidence. Failed unlink/delete remains `delete_pending`, blocks new raw-artifact creation when its hard quota is exhausted, and is retried only at bounded startup, maintenance, and explicit deletion triggers. It never becomes package eligible.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_FUZZ_SMOKE; nightly/certification duration per frozen protocol","NOT_STARTED",""
"ARCH-L0205","ARCH","docs\architecture\tracebox-design.md","line 205; section 6.3 Raw-artifact lifecycle","Prohibited/Disabled policy and user deletion override evidence retention; the raw artifact is deleted even if no summary can be committed.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0206","ARCH","docs\architecture\tracebox-design.md","line 206; section 6.3 Raw-artifact lifecycle","Hard quota and hard TTL override evidence retention after the fixed extraction attempt/deadline budget; deletion emits only a bounded non-sensitive evidence-loss health code.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0207","ARCH","docs\architecture\tracebox-design.md","line 207; section 6.3 Raw-artifact lifecycle","Corrupt or unsupported artifacts are deleted without summary.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_FUZZ_SMOKE; nightly/certification duration per frozen protocol","NOT_STARTED",""
"ARCH-L0208","ARCH","docs\architecture\tracebox-design.md","line 208; section 6.3 Raw-artifact lifecycle","Within those bounds, durable structural-summary persistence precedes transient raw deletion.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0214","ARCH","docs\architecture\tracebox-design.md","line 214; section 6.3 Raw-artifact lifecycle","**Handler-generated**","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0215","ARCH","docs\architecture\tracebox-design.md","line 215; section 6.3 Raw-artifact lifecycle","Crashpad fatal minidump or requested nonfatal snapshot.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0216","ARCH","docs\architecture\tracebox-design.md","line 216; section 6.3 Raw-artifact lifecycle","Uses the pre-capture lifecycle journal with exact origin process/role and accepted policy epoch.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0218","ARCH","docs\architecture\tracebox-design.md","line 218; section 6.3 Raw-artifact lifecycle","**OS-imported**","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0219","ARCH","docs\architecture\tracebox-design.md","line 219; section 6.3 Raw-artifact lifecycle","`ApplicationExitInfo` ANR trace or native tombstone stream.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0220","ARCH","docs\architecture\tracebox-design.md","line 220; section 6.3 Raw-artifact lifecycle","Android owns creation and retention; Tracebox cannot pre-journal it.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0221","ARCH","docs\architecture\tracebox-design.md","line 221; section 6.3 Raw-artifact lifecycle","A stable source key is derived from documented exit fields: package/process name, defining UID, PID, timestamp, reason, status, importance, process-state-summary digest, and artifact kind.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0222","ARCH","docs\architecture\tracebox-design.md","line 222; section 6.3 Raw-artifact lifecycle","Before copying bytes into Tracebox storage, the reconciler creates or reuses a journal keyed by that source key. It contains one random raw artifact ID, acquisition policy epoch, exit-record metadata, optional matched process provenance, and link confidence.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0223","ARCH","docs\architecture\tracebox-design.md","line 223; section 6.3 Raw-artifact lifecycle","Raw stream import requires a valid process-state-summary token that maps to a known process instance and capture-time policy epoch where OS raw import was enabled.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0224","ARCH","docs\architecture\tracebox-design.md","line 224; section 6.3 Raw-artifact lifecycle","Current policy must also permit the import. If either capture-time or current eligibility is absent, Tracebox records only approved structural exit metadata and does not copy raw bytes.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0225","ARCH","docs\architecture\tracebox-design.md","line 225; section 6.3 Raw-artifact lifecycle","Unmatched or ambiguous OS exits never import raw C2 streams.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0242","ARCH","docs\architecture\tracebox-design.md","line 242; section 6.3 Raw-artifact lifecycle","Tracebox does not use a monotonic OS-history watermark. `ApplicationExitInfo` history is bounded and may be reordered, so every reconciliation rescans the available bounded history and consults a source-key ledger.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0244","ARCH","docs\architecture\tracebox-design.md","line 244; section 6.3 Raw-artifact lifecycle","The ledger records `pending`, `stored`, or a durable terminal skip reason. Recovery reuses the source-key journal and raw artifact ID. Partial temp copies are validated and resumed or discarded; they never become complete artifacts. If the OS stream disappears before completion, the journal records `source_unavailable` and no artifact is invented. A source-key collision with incompatible metadata is treated as ambiguous and skipped.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0246","ARCH","docs\architecture\tracebox-design.md","line 246; section 6.3 Raw-artifact lifecycle","Equal timestamps, pagination/reordering, and late-visible sources are safe because processing is source-key based rather than cursor based. Terminal source keys are retained as compact exact tombstones for the lifetime of the Tracebox installation. They are not evicted based on visibility, time, reboot, or ordering assumptions. Tombstone storage has a hard entry/byte cap; when exhausted, Tracebox disables new OS raw-stream imports and reports degradation rather than evicting a key and risking duplicate or deletion backfill. Pending entries are never compacted away.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0248","ARCH","docs\architecture\tracebox-design.md","line 248; section 6.3 Raw-artifact lifecycle","On handler or application restart, artifacts not eligible for retention resume extraction or deletion before accepting new raw-artifact work. A process death can delay physical deletion but cannot convert a transient artifact into an export-eligible artifact.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ARCH-L0252","ARCH","docs\architecture\tracebox-design.md","line 252; section 6.4 Crashpad privacy boundary","Useful native post-mortem unwinding normally requires stack memory. A raw Crashpad minidump therefore cannot be treated as an ordinary allowlisted record.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0256","ARCH","docs\architecture\tracebox-design.md","line 256; section 6.4 Crashpad privacy boundary","**Structural summary**","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0257","ARCH","docs\architecture\tracebox-design.md","line 257; section 6.4 Crashpad privacy boundary","Generated from reviewed minidump streams.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0258","ARCH","docs\architecture\tracebox-design.md","line 258; section 6.4 Crashpad privacy boundary","Contains exception metadata, generated thread-role identifiers, module build IDs, and normalized module-relative instruction/frame addresses.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0259","ARCH","docs\architecture\tracebox-design.md","line 259; section 6.4 Crashpad privacy boundary","Excludes raw general-purpose registers, raw stack pointers, stack bytes, memory ranges, and arbitrary annotations.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0260","ARCH","docs\architecture\tracebox-design.md","line 260; section 6.4 Crashpad privacy boundary","Classified C0/C1.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0261","ARCH","docs\architecture\tracebox-design.md","line 261; section 6.4 Crashpad privacy boundary","Eligible for Minimal Crash and normal package workflows.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0263","ARCH","docs\architecture\tracebox-design.md","line 263; section 6.4 Crashpad privacy boundary","**Raw minidump**","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0264","ARCH","docs\architecture\tracebox-design.md","line 264; section 6.4 Crashpad privacy boundary","May contain stack memory and other opaque values.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0265","ARCH","docs\architecture\tracebox-design.md","line 265; section 6.4 Crashpad privacy boundary","Classified C2 as a whole.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0266","ARCH","docs\architecture\tracebox-design.md","line 266; section 6.4 Crashpad privacy boundary","Stored only in credential-encrypted app-private storage.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0267","ARCH","docs\architecture\tracebox-design.md","line 267; section 6.4 Crashpad privacy boundary","Has a separate, short quota and retention period.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0268","ARCH","docs\architecture\tracebox-design.md","line 268; section 6.4 Crashpad privacy boundary","Is never included in a Standard package.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0269","ARCH","docs\architecture\tracebox-design.md","line 269; section 6.4 Crashpad privacy boundary","Requires explicit Enhanced selection and a prominent disclosure warning.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0271","ARCH","docs\architecture\tracebox-design.md","line 271; section 6.4 Crashpad privacy boundary","Tracebox does not claim that it can prove a raw artifact contains no secret.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0273","ARCH","docs\architecture\tracebox-design.md","line 273; section 6.4 Crashpad privacy boundary","Every structural-summary field must pass seeded-secret negative tests. A value is not safe merely because it is fixed-width.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0318","ARCH","docs\architecture\tracebox-design.md","line 318; section 8.1 Application processes","a process-instance ID;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0319","ARCH","docs\architecture\tracebox-design.md","line 319; section 8.1 Application processes","policy generation and generated schema;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0320","ARCH","docs\architecture\tracebox-design.md","line 320; section 8.1 Application processes","bounded queues and breadcrumbs;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0321","ARCH","docs\architecture\tracebox-design.md","line 321; section 8.1 Application processes","active and sealed segment files;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0322","ARCH","docs\architecture\tracebox-design.md","line 322; section 8.1 Application processes","one emergency-record reserve;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0323","ARCH","docs\architecture\tracebox-design.md","line 323; section 8.1 Application processes","Crashpad client registration;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0324","ARCH","docs\architecture\tracebox-design.md","line 324; section 8.1 Application processes","a live ANR watchdog only when that process has eligible Android components.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0334","ARCH","docs\architecture\tracebox-design.md","line 334; section 8.2 Handler process","Same UID as the application; no isolation claim.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0335","ARCH","docs\architecture\tracebox-design.md","line 335; section 8.2 Handler process","Native-only after minimal Android service bootstrap.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0336","ARCH","docs\architecture\tracebox-design.md","line 336; section 8.2 Handler process","Hosts capture-only Crashpad and bounded local IPC.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0337","ARCH","docs\architecture\tracebox-design.md","line 337; section 8.2 Handler process","Blocks waiting for client or capture events.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0338","ARCH","docs\architecture\tracebox-design.md","line 338; section 8.2 Handler process","Performs no periodic polling, upload, DNS, HTTP, remote configuration, or scheduled maintenance.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0339","ARCH","docs\architecture\tracebox-design.md","line 339; section 8.2 Handler process","Does not initialize ordinary Tracebox recording.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0340","ARCH","docs\architecture\tracebox-design.md","line 340; section 8.2 Handler process","Does not run its own ANR watchdog.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0341","ARCH","docs\architecture\tracebox-design.md","line 341; section 8.2 Handler process","Attributes every artifact to the originating process instance and quota.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0342","ARCH","docs\architecture\tracebox-design.md","line 342; section 8.2 Handler process","Owns a bounded append-only structural-summary spool for handler-derived C0/C1 records.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0348","ARCH","docs\architecture\tracebox-design.md","line 348; section 8.2 Handler process","Append the summary ID and record to the target process-role segment.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0349","ARCH","docs\architecture\tracebox-design.md","line 349; section 8.2 Handler process","Flush/seal according to the target durability contract.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0350","ARCH","docs\architecture\tracebox-design.md","line 350; section 8.2 Handler process","Persist an import acknowledgement containing source spool ID, target segment ID, offset, and summary ID.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0351","ARCH","docs\architecture\tracebox-design.md","line 351; section 8.2 Handler process","Only then tombstone or retire the source spool record.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0355","ARCH","docs\architecture\tracebox-design.md","line 355; section 8.2 Handler process","before target append: retry;","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0356","ARCH","docs\architecture\tracebox-design.md","line 356; section 8.2 Handler process","after target append but before acknowledgement: scan by summary ID and create the acknowledgement;","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0357","ARCH","docs\architecture\tracebox-design.md","line 357; section 8.2 Handler process","after acknowledgement but before source retirement: retire the source;","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0358","ARCH","docs\architecture\tracebox-design.md","line 358; section 8.2 Handler process","duplicate source and target records are deduplicated by summary ID.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ARCH-L0360","ARCH","docs\architecture\tracebox-design.md","line 360; section 8.2 Handler process","The spool remains authoritative until the durable acknowledgement exists. Source retirement can never delete the only durable summary.","native/; android/tracebox-native/; android/tracebox-anr-exit/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
